,Player_Id,Player_Name,No_of_Matches,Bat,Bowl,is_bowler,T_Score,T_Score1,Bat1,T_Score2,Bat2,MPlayed_2007,Team_2008,MPlayed_2008,Team_2009,MPlayed_2009,Team_2010,MPlayed_2010,Team_2011,MPlayed_2011,Team_2012,MPlayed_2012,Team_2013,MPlayed_2013,Team_2014,MPlayed_2014,Team_2015,MPlayed_2015,Team_2016,MPlayed_2016,Team_2017,MPlayed_2017,Team_2018,MPlayed_2018,Team_2019
0,1,SC Ganguly,57,1326,280,0,1349,721,714,628,612,0,1,13,1,25,1,39,10,29,10,32,0,18,0,15,0,0,0,0,0,0,0,0,0
1,2,BB McCullum,104,2181,0,0,2755,1558,1242,1195,934,0,1,4,7,17,1,22,9,31,1,30,1,27,3,28,3,30,13,44,13,41,2,41,0
2,3,RT Ponting,9,129,0,0,91,59,85,32,44,0,1,4,0,4,0,4,0,0,0,0,7,5,0,5,0,5,0,0,0,0,0,0,0
3,4,DJ Hussey,63,1101,323,0,1322,739,635,583,466,0,1,13,1,17,1,23,4,18,4,30,4,36,3,32,0,16,0,4,0,0,0,0,0
4,5,Mohammad Hafeez,8,84,63,1,64,38,59,26,25,0,1,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,R Dravid,88,1918,0,0,2170,1001,906,1169,1012,0,2,14,2,27,2,42,5,40,5,43,5,46,0,34,0,18,0,0,0,0,0,0,0
6,7,W Jaffer,8,129,0,0,130,52,51,78,78,0,2,6,2,8,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,V Kohli,144,3494,264,0,4413,2387,1880,2021,1612,0,2,12,2,27,2,41,2,45,2,45,2,47,2,45,2,46,2,46,2,42,2,42,2
8,9,JH Kallis,98,2291,1799,1,2427,934,853,1493,1438,0,2,11,2,26,2,42,1,46,1,48,1,48,1,41,0,24,0,8,0,0,0,0,0
9,10,CL White,47,774,46,0,971,666,481,288,288,0,2,8,0,8,2,15,8,13,8,26,11,32,0,26,0,13,0,0,0,0,0,0,0
10,11,MV Boucher,29,318,0,0,394,150,137,244,181,0,2,10,2,22,2,26,1,19,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0
11,12,B Akhil,15,57,193,1,76,31,28,45,29,0,2,7,2,13,2,14,9,8,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
12,13,AA Noffke,1,12,25,1,9,0,0,9,12,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,14,P Kumar,119,323,2636,1,340,188,180,152,143,0,2,13,2,26,2,38,4,38,4,41,4,44,7,34,11,30,13,31,13,34,0,34,0
14,15,Z Khan,99,141,2276,1,117,61,56,56,85,0,2,11,1,17,7,31,2,35,2,44,2,32,7,23,6,15,6,25,6,30,0,30,0
15,16,SB Joshi,4,16,55,1,6,3,8,3,8,0,2,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,17,PA Patel,117,2060,0,0,2322,1062,931,1260,1129,0,3,13,3,22,3,26,9,26,8,30,11,39,2,38,7,39,7,36,7,40,2,40,2
17,18,ML Hayden,32,839,0,0,1107,617,466,490,372,0,3,4,3,16,3,32,0,28,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
18,19,MEK Hussey,58,1648,0,0,1977,1313,1056,664,592,0,3,3,0,3,3,6,3,17,3,25,3,39,7,34,3,30,0,13,0,4,0,4,0
19,20,MS Dhoni,151,2680,0,0,3560,2232,1646,1328,1034,0,3,14,3,28,3,41,3,40,3,44,3,48,3,50,3,49,12,46,12,47,3,47,3
20,21,SK Raina,158,3369,924,0,4548,2647,1993,1893,1373,0,3,15,3,29,3,45,3,46,3,50,3,51,3,51,3,50,13,48,13,46,3,46,3
21,22,JDP Oram,15,110,244,1,106,97,102,9,8,0,3,4,3,12,0,12,5,10,0,2,7,3,0,1,0,1,0,0,0,0,0,0,0
22,23,S Badrinath,73,1245,0,0,1441,908,784,533,461,0,3,12,3,25,3,40,3,42,3,39,3,33,0,19,0,9,0,0,0,0,0,0,0
23,24,K Goel,20,239,67,0,218,121,117,97,122,0,4,7,4,16,4,20,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
24,25,JR Hopes,20,314,369,1,417,154,125,263,189,0,4,11,0,11,0,11,6,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0
25,26,KC Sangakkara,68,1424,0,0,1687,1088,902,599,522,0,4,9,4,22,4,34,8,38,8,37,11,34,0,21,0,9,0,0,0,0,0,0,0
26,27,Yuvraj Singh,118,2050,869,1,2591,1413,1040,1174,1008,0,4,15,4,29,4,43,10,42,0,28,10,27,2,27,6,40,11,37,11,34,4,34,7
27,28,SM Katich,11,191,0,0,237,11,13,226,178,0,4,2,4,11,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,29,IK Pathan,102,985,2113,1,1150,562,502,577,479,0,4,14,4,28,4,42,6,41,6,44,6,45,11,42,0,25,12,14,13,5,0,5,0
29,30,T Kohli,8,20,0,0,11,11,20,0,0,0,5,5,4,8,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,31,YK Pathan,142,2076,1166,1,2922,1172,883,1732,1189,0,5,16,5,29,5,43,1,42,1,46,1,48,1,45,1,41,1,39,1,39,11,39,11
31,32,SR Watson,102,1949,1960,1,2624,1255,962,1363,983,0,5,15,0,15,5,21,5,17,5,24,5,34,5,36,5,39,2,39,2,34,3,34,3
32,33,M Kaif,27,258,0,0,259,87,96,172,162,0,5,15,0,15,4,20,2,11,2,12,0,7,0,1,0,0,0,0,0,0,0,0,0
33,34,DS Lehmann,2,19,0,0,18,1,2,17,17,0,5,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,35,RA Jadeja,135,1457,1962,1,1732,942,781,790,676,0,5,13,5,26,0,26,9,27,3,31,3,49,3,51,3,51,13,48,13,44,3,44,3
35,36,M Rawat,15,70,0,0,55,6,14,49,56,0,5,9,5,13,0,13,0,4,0,0,10,2,0,2,0,2,0,0,0,0,0,0,0
36,37,D Salunkhe,5,24,51,1,33,26,20,7,4,0,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,38,SK Warne,55,219,1223,1,198,83,105,115,114,0,5,15,5,28,5,42,5,40,0,27,0,13,0,0,0,0,0,0,0,0,0,0,0
38,39,SK Trivedi,76,61,1557,1,42,21,30,21,31,0,5,15,5,22,5,33,5,30,5,37,5,43,0,31,0,17,0,0,0,0,0,0,0
39,40,G Gambhir,147,3433,0,0,4132,1699,1356,2433,2077,0,6,14,6,29,6,39,1,40,1,42,1,48,1,49,1,45,1,44,1,44,6,44,0
40,41,V Sehwag,104,1833,138,0,2728,1301,927,1427,906,0,6,14,6,25,6,39,6,36,6,41,6,40,4,46,4,38,0,25,0,8,0,8,0
41,42,S Dhawan,127,3005,49,0,3561,2262,1857,1299,1148,0,6,14,7,18,7,29,8,29,8,40,11,39,11,39,11,38,11,45,11,45,11,45,6
42,43,L Ronchi,5,37,0,0,34,21,24,13,13,0,7,4,7,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,44,ST Jayasuriya,30,573,301,1,768,449,348,319,225,0,7,14,7,26,6,30,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
44,45,DJ Thornely,5,54,44,1,39,38,48,1,6,0,7,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,46,RV Uthappa,146,2960,0,0,3778,1516,1263,2262,1697,0,7,14,2,28,2,44,10,43,10,45,10,45,1,48,1,45,1,44,1,41,1,41,1
46,47,PR Shah,14,96,0,0,92,57,71,35,25,0,7,5,7,12,0,12,5,9,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
47,48,AM Nayar,51,588,239,0,672,357,308,315,280,0,7,10,1,21,7,24,4,23,4,16,10,23,5,18,0,14,0,4,0,0,0,0,0
48,49,SM Pollock,13,116,280,1,147,108,76,39,40,0,7,13,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,50,Harbhajan Singh,136,591,2989,1,799,447,313,352,278,0,7,3,1,16,7,31,7,43,7,47,7,51,7,50,7,48,7,43,7,40,3,40,3
50,51,S Chanderpaul,3,33,0,0,25,2,9,23,24,0,2,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,52,LRPL Taylor,55,847,13,0,1017,308,293,709,554,0,2,4,2,15,2,22,5,30,6,31,10,29,6,21,0,9,0,4,0,0,0,0,0
52,53,AC Gilchrist,80,1554,1,0,2069,943,763,1126,791,0,8,14,8,30,8,46,4,46,4,37,4,34,0,20,0,13,0,0,0,0,0,0,0
53,54,Y Venugopal Rao,58,865,222,0,985,521,476,464,389,0,8,10,8,25,8,30,6,34,6,26,0,21,11,14,0,7,0,7,0,0,0,0,0
54,55,VVS Laxman,20,271,0,0,282,147,146,135,125,0,8,6,8,11,8,17,9,14,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0
55,56,A Symonds,36,781,540,1,974,622,472,352,309,0,8,3,8,11,8,27,7,33,0,25,0,9,0,0,0,0,0,0,0,0,0,0,0
56,57,RG Sharma,156,3274,342,0,4207,2344,1726,1863,1548,0,8,13,8,29,8,45,7,46,7,47,7,50,7,51,7,50,7,45,7,46,7,46,7
57,58,SB Styris,12,134,222,1,131,59,50,72,84,0,8,8,8,10,0,10,3,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
58,59,SB Bangar,11,58,153,1,49,28,38,21,20,0,8,10,1,11,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,60,WPUJC Vaas,13,73,288,1,81,62,58,19,15,0,8,5,8,7,8,13,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
60,61,RP Singh,82,78,1874,1,52,29,36,23,42,0,8,14,8,30,8,42,9,42,7,37,2,36,0,22,0,11,12,4,0,4,0,4,0
61,62,WP Saha,92,1219,0,0,1557,1026,797,531,422,0,1,12,1,20,1,29,3,21,3,15,3,9,4,19,4,31,4,40,4,40,11,40,11
62,63,LR Shukla,46,358,326,1,399,262,209,137,149,0,1,13,1,23,1,27,1,15,1,15,1,14,6,18,0,8,0,5,0,0,0,0,0
63,64,DPMD Jayawardene,80,1522,0,0,1808,760,660,1042,860,0,4,13,4,23,4,36,9,36,6,42,6,44,0,31,0,15,0,0,0,0,0,0,0
64,65,S Sohal,20,311,0,0,368,184,162,184,149,0,4,2,4,10,0,10,8,18,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0
65,66,B Lee,38,102,916,1,124,64,53,60,49,0,4,4,4,9,4,13,1,21,1,26,1,25,0,13,0,3,0,0,0,0,0,0,0
66,67,PP Chawla,129,467,2594,1,515,280,266,235,201,0,4,15,4,29,4,43,4,40,4,42,4,44,1,43,1,40,1,36,1,31,1,31,1
67,68,WA Mota,11,76,75,1,56,48,62,8,14,0,4,4,4,11,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,69,Kamran Akmal,6,78,0,0,128,53,28,75,50,0,5,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,70,Shahid Afridi,10,46,185,1,81,27,23,54,23,0,8,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,71,DJ Bravo,105,1032,2110,1,1262,729,562,533,470,0,7,9,1,20,7,30,3,27,3,34,3,42,3,37,3,36,13,33,0,32,3,32,3
71,72,MA Khote,3,22,30,1,24,7,10,17,12,0,7,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,73,A Nehra,88,63,1974,1,41,6,19,35,44,0,7,14,6,27,6,31,0,17,10,17,6,23,3,27,3,30,11,28,11,30,0,30,0
73,74,GC Smith,29,690,0,0,739,369,292,370,398,0,5,11,5,23,5,25,10,18,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0
74,75,Pankaj Singh,17,12,311,1,7,1,2,6,10,0,5,5,2,8,2,10,5,6,5,9,0,7,0,6,0,0,0,0,0,0,0,0,0
75,76,RR Sarwan,4,78,0,0,73,7,9,66,69,0,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,77,S Sreesanth,44,57,947,1,34,18,39,16,18,0,4,15,4,22,4,28,9,22,0,15,5,16,0,7,0,7,0,0,0,0,0,0,0
77,78,VRV Singh,18,3,371,1,4,4,2,0,1,0,4,13,4,17,4,18,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
78,79,SS Tiwary,68,1110,0,0,1270,740,593,530,517,0,7,2,7,5,7,21,2,32,2,41,2,32,0,19,6,13,12,14,7,15,0,15,0
79,80,DS Kulkarni,72,101,1484,1,90,16,14,74,87,0,7,10,7,18,7,19,7,15,7,9,7,14,5,16,5,25,13,33,13,31,5,31,5
80,81,R Vinay Kumar,103,285,2161,1,304,152,126,152,159,0,2,9,2,20,2,34,9,38,2,41,2,43,1,39,7,38,7,25,7,17,1,17,0
81,82,AB Agarkar,42,160,820,1,179,117,98,62,62,0,1,9,1,20,1,27,6,25,6,18,6,15,0,8,0,4,0,0,0,0,0,0,0
82,83,M Kartik,56,109,1182,1,113,78,73,35,36,0,1,6,1,16,1,26,10,26,10,27,2,28,4,24,0,13,0,2,0,0,0,0,0
83,84,I Sharma,76,59,1713,1,45,21,26,24,33,0,1,13,1,24,1,31,8,30,0,19,11,28,11,19,11,23,12,11,4,14,0,14,0
84,85,AM Rahane,108,2602,6,0,3057,1623,1339,1434,1263,0,7,3,7,10,0,10,5,15,5,24,5,42,5,46,5,44,12,40,12,44,5,44,5
85,86,Shoaib Malik,7,49,58,1,52,28,27,24,22,0,6,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,87,MK Tiwary,88,1444,38,0,1648,855,727,793,717,0,6,8,6,10,1,22,1,28,1,42,1,40,6,34,6,22,0,12,12,18,4,18,0
87,88,KD Karthik,146,2360,0,0,2903,1611,1291,1292,1069,0,6,10,6,24,7,38,4,42,7,43,7,48,6,48,2,49,13,46,13,46,1,46,1
88,89,R Bhatia,95,290,1661,1,342,168,131,174,159,0,6,9,6,17,6,22,1,27,1,36,1,46,5,44,5,29,12,24,12,15,0,15,0
89,90,MF Maharoof,20,124,441,1,177,97,63,80,61,0,6,10,6,13,6,20,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
90,91,VY Mahesh,17,28,359,1,15,6,6,9,22,0,6,11,6,12,6,13,0,2,3,5,0,4,0,4,0,0,0,0,0,0,0,0,0
91,92,TM Srivastava,4,11,0,0,8,1,1,7,10,0,4,3,4,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,93,B Chipli,22,256,6,0,280,158,140,122,116,0,2,4,0,4,0,4,8,13,8,17,6,18,0,5,0,1,0,0,0,0,0,0,0
93,94,DW Steyn,90,161,2159,1,166,91,69,75,92,0,2,10,2,13,2,28,8,30,8,39,11,41,11,43,11,37,13,21,0,7,0,7,0
94,95,DB Das,24,267,0,0,304,184,166,120,101,0,1,6,0,6,0,6,0,0,1,10,1,18,0,18,0,8,0,0,0,0,0,0,0
95,96,MK Pandey,96,1901,0,0,2223,1011,838,1204,1060,0,7,2,2,6,2,19,10,26,10,31,10,25,1,32,1,35,1,39,1,36,11,36,11
96,97,HH Gibbs,36,837,0,0,886,472,421,414,416,0,8,9,8,23,8,33,0,24,7,13,0,3,0,3,0,0,0,0,0,0,0,0,0
97,98,DNT Zoysa,3,9,69,1,11,1,2,10,7,0,8,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,99,D Kalyankrishna,3,8,50,1,3,3,8,0,0,0,8,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,100,SE Marsh,71,1913,0,0,2489,1417,1120,1060,788,0,4,11,0,11,4,15,4,18,4,31,4,35,4,23,4,14,4,12,4,19,0,19,0
100,101,SA Asnodkar,20,352,0,0,423,264,203,159,149,0,5,9,5,17,5,19,5,11,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
101,102,Sohail Tanvir,11,31,265,1,36,14,14,22,17,0,5,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,Salman Butt,7,172,0,0,193,162,144,31,28,0,1,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,104,BJ Hodge,64,1153,238,0,1400,654,568,746,585,0,1,3,1,15,1,19,9,30,5,30,5,41,5,31,0,19,0,4,0,0,0,0,0
104,105,Umar Gul,6,19,153,1,39,13,6,26,13,0,1,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,106,AB Dinda,76,50,1589,1,26,7,22,19,28,0,1,13,1,21,1,28,6,20,10,19,10,25,2,29,2,24,12,20,12,14,0,14,0
106,107,SP Fleming,10,171,0,0,196,54,66,142,105,0,3,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,108,S Vidyut,8,115,13,0,145,99,80,46,35,0,3,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,109,JA Morkel,90,712,1806,1,975,515,397,459,314,0,3,13,3,25,3,39,3,41,3,44,3,38,2,30,6,19,12,13,0,6,0,6,0
109,110,AB de Villiers,125,2402,0,0,3486,2128,1344,1345,1054,0,6,7,6,21,7,28,2,37,2,37,2,44,2,41,2,42,2,44,2,40,2,40,2
110,111,LPC Silva,3,27,6,0,40,23,12,17,15,0,8,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,112,DB Ravi Teja,28,325,18,0,375,227,184,148,141,0,8,6,8,13,0,13,8,18,8,13,11,15,0,4,0,2,0,0,0,0,0,0,0
112,113,Misbah-ul-Haq,8,82,0,0,117,83,53,34,29,0,2,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,114,YV Takawale,16,183,0,0,192,62,61,130,122,0,7,7,7,11,0,11,0,4,0,0,0,0,2,5,0,5,0,5,0,0,0,0,0
114,115,RR Raje,10,18,144,1,20,9,11,11,7,0,7,6,7,10,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,116,PJ Sangwan,39,36,836,1,24,12,13,12,23,0,6,7,6,20,6,28,0,21,1,10,1,4,0,4,0,2,13,2,13,7,7,7,0
116,117,Mohammad Asif,8,6,199,1,3,0,0,3,6,0,6,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,118,GD McGrath,14,5,329,1,4,0,0,4,5,0,6,14,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,119,Joginder Sharma,16,30,272,1,36,16,11,20,19,0,3,8,3,12,3,15,3,8,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
119,120,MS Gony,44,76,925,1,99,68,40,31,36,0,3,16,3,23,3,26,8,13,8,12,4,17,0,14,0,8,0,0,13,1,0,1,0
120,121,M Muralitharan,66,30,1581,1,20,13,18,7,12,0,3,15,3,28,3,40,9,30,2,27,2,21,2,21,0,11,0,5,0,0,0,0,0
121,122,M Ntini,9,19,213,1,11,11,13,0,6,0,3,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,123,DT Patil,2,13,0,0,13,4,1,9,12,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,124,A Kumble,42,49,983,1,35,11,16,24,33,0,2,10,2,26,2,42,0,32,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
124,125,S Anirudha,17,121,0,0,136,109,99,27,22,0,3,1,0,1,3,4,3,11,3,14,3,12,11,5,0,2,0,1,0,0,0,0,0
125,126,MM Patel,63,41,1381,1,39,10,18,29,23,0,5,15,5,26,5,30,7,30,7,31,7,31,0,16,0,4,0,0,13,2,0,2,0
126,127,CK Kapugedera,4,24,17,0,16,8,15,8,9,0,3,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,128,A Chopra,7,75,0,0,53,51,72,2,3,0,1,5,1,7,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,129,T Taibu,3,26,0,0,31,31,26,0,0,0,1,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,130,J Arunkumar,3,24,0,0,23,1,3,22,21,0,2,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,131,PP Ojha,90,45,1945,1,16,12,30,4,15,0,8,12,8,27,8,43,8,41,7,35,7,34,7,36,7,28,0,13,0,1,0,1,0
131,132,SP Goswami,21,260,0,0,241,191,205,50,55,0,2,4,2,6,2,7,1,8,5,15,0,14,0,9,0,0,0,0,0,0,11,0,11
132,133,SR Tendulkar,78,2043,37,0,2329,1232,1061,1097,982,0,7,7,1,20,7,35,7,44,7,44,7,43,0,27,0,14,0,0,0,0,0,0,0
133,134,U Kaul,2,1,0,0,0,0,0,0,1,0,4,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,135,TM Dilshan,52,1047,275,0,1159,579,530,580,517,0,6,7,6,21,6,27,2,30,2,26,2,25,0,15,0,5,0,0,0,0,0,0,0
135,136,A Mishra,126,382,2703,1,340,139,173,201,209,0,6,6,6,17,6,31,8,39,8,42,11,45,11,41,6,39,6,36,6,40,6,40,6
136,137,AD Mascarenhas,13,79,310,1,79,44,47,35,32,0,5,1,5,6,5,8,0,7,4,6,4,5,0,5,0,1,0,0,0,0,0,0,0
137,138,NK Patel,7,124,0,0,121,14,22,107,102,0,5,4,5,7,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,139,LA Pomersbach,18,251,0,0,302,119,85,183,166,0,4,5,4,9,0,9,2,9,0,6,4,9,0,4,0,3,0,0,0,0,0,0,0
139,140,Iqbal Abdulla,48,86,943,1,88,9,14,79,72,0,1,1,0,1,1,4,1,18,1,26,1,28,5,14,2,11,2,14,2,15,0,15,0
140,141,Younis Khan,1,7,0,0,3,0,0,3,7,0,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,142,PM Sarvesh Kumar,2,2,31,1,1,0,0,1,2,0,8,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,143,DP Vijaykumar,9,1,158,1,1,0,0,1,1,0,8,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,144,Shoaib Akhtar,3,8,46,1,2,2,8,0,0,0,1,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,145,Abdur Razzak,1,2,14,1,0,0,0,0,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,146,H Das,1,5,0,0,2,0,0,2,5,0,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,147,DR Smith,91,1803,557,1,2385,1105,914,1280,889,0,7,4,8,12,8,15,0,11,7,10,7,20,3,36,3,45,13,44,13,40,0,40,0
147,148,SD Chitnis,10,92,38,0,99,62,60,37,32,0,7,3,5,4,0,4,4,2,4,6,0,6,0,5,0,0,0,0,0,0,0,0,0
148,149,CRD Fernando,10,3,249,1,4,0,0,4,3,0,7,5,0,5,7,10,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
149,150,VS Yeligati,2,2,32,1,2,0,0,2,2,0,7,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,151,L Balaji,73,50,1574,1,36,20,29,16,21,0,3,9,3,22,3,29,1,34,1,29,1,35,4,30,0,22,0,9,0,0,0,0,0
151,152,A Mukund,4,23,0,0,19,19,22,0,1,0,3,2,0,2,0,2,0,1,0,1,2,2,0,1,0,1,0,0,0,0,0,0,0
152,153,RR Powar,27,64,443,1,67,54,51,13,13,0,4,5,4,14,4,21,9,21,4,13,0,6,0,1,0,0,0,0,0,0,0,0,0
153,154,JP Duminy,78,1634,683,1,1993,1329,1052,664,582,0,0,0,7,13,7,21,8,31,8,27,0,19,6,23,6,28,6,38,0,24,7,24,0
154,155,A Flintoff,3,57,66,1,62,22,14,40,43,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,156,T Thushara,6,19,144,1,12,9,13,3,6,0,0,0,3,2,3,6,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
156,157,JD Ryder,29,466,241,1,604,297,219,307,247,0,0,0,2,5,0,5,10,18,10,24,0,24,0,11,0,0,0,0,0,0,0,0,0
157,158,KP Pietersen,36,758,180,0,1001,361,272,640,486,0,0,0,2,6,2,13,0,13,6,15,0,8,6,19,0,11,12,15,0,4,0,4,0
158,159,T Henderson,2,16,36,1,11,0,1,11,15,0,0,0,5,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,160,Kamran Khan,9,5,177,1,3,0,0,3,5,0,0,0,5,5,5,8,10,9,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
160,161,RS Bopara,24,468,213,1,531,298,274,233,194,0,0,0,4,5,4,15,0,15,0,10,0,0,0,0,11,9,0,9,0,9,0,9,0
161,162,CH Gayle,100,2531,579,0,3647,2003,1338,1619,1181,0,0,0,1,7,1,16,2,28,2,35,2,42,2,39,2,39,2,33,2,33,4,33,4
162,163,MC Henriques,58,769,918,1,969,713,546,256,223,0,0,0,1,4,6,5,0,5,0,1,2,10,11,15,11,24,11,31,11,38,0,38,4
163,164,R Bishnoi,3,17,0,0,19,18,14,1,3,0,0,0,2,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,165,FH Edwards,6,5,150,1,4,4,5,0,0,0,0,0,8,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,166,KV Sharma,56,285,1046,1,317,128,123,189,162,0,0,0,2,1,0,1,0,1,0,0,11,13,11,27,11,41,11,33,7,28,3,28,0
166,167,PC Valthaty,23,432,153,1,501,201,210,300,222,0,0,0,5,2,0,2,4,16,4,20,4,21,0,7,0,1,0,0,0,0,0,0,0
167,168,RJ Quiney,7,105,0,0,103,58,44,45,61,0,0,0,5,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,169,AS Raut,22,172,30,0,194,79,74,115,98,0,0,0,5,9,5,16,5,22,0,13,0,6,0,0,0,0,0,0,0,0,0,0,0
169,170,Yashpal Singh,5,67,0,0,47,13,21,34,46,0,0,0,7,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,171,M Manhas,41,486,42,0,514,222,201,292,285,0,0,1,6,8,6,16,10,25,10,25,10,19,3,15,0,8,0,6,0,0,0,0,0
171,172,AA Bilakhia,7,88,0,0,69,29,41,40,47,0,0,0,8,6,8,7,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
172,173,AN Ghosh,2,8,0,0,7,7,7,0,1,0,0,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,174,BAW Mendis,10,6,248,1,3,1,1,2,5,0,1,1,1,5,1,7,0,6,0,2,10,3,0,3,0,3,0,0,0,0,0,0,0
174,175,DL Vettori,34,118,785,1,121,59,59,62,59,0,6,2,6,9,6,12,2,23,2,25,0,22,0,9,0,0,0,0,0,0,0,0,0
