,match_id,Season_Year,Team1,Team2,City_Name,Toss_Winner,Toss_Name,Win_Type,match_winner
288,548353.0,2012.0,8.0,10.0,18.0,8.0,0.0,0.0,8.0
289,548354.0,2012.0,5.0,6.0,6.0,5.0,0.0,1.0,6.0
290,548355.0,2012.0,2.0,4.0,1.0,4.0,1.0,1.0,4.0
291,548356.0,2012.0,10.0,7.0,24.0,7.0,0.0,0.0,7.0
292,548357.0,2012.0,3.0,8.0,8.0,3.0,0.0,0.0,3.0
293,548358.0,2012.0,1.0,10.0,5.0,1.0,0.0,0.0,1.0
294,548359.0,2012.0,4.0,5.0,2.0,5.0,0.0,0.0,5.0
295,548360.0,2012.0,7.0,3.0,4.0,7.0,1.0,1.0,7.0
296,548361.0,2012.0,2.0,8.0,1.0,2.0,1.0,1.0,2.0
297,548362.0,2012.0,6.0,1.0,3.0,6.0,0.0,1.0,1.0
298,548363.0,2012.0,10.0,5.0,24.0,10.0,0.0,1.0,5.0
299,548364.0,2012.0,8.0,4.0,7.0,8.0,1.0,0.0,4.0
300,548365.0,2012.0,7.0,2.0,4.0,2.0,1.0,1.0,2.0
301,548366.0,2012.0,5.0,3.0,6.0,3.0,1.0,1.0,3.0
302,548367.0,2012.0,10.0,2.0,24.0,10.0,1.0,0.0,2.0
303,548368.0,2012.0,1.0,7.0,5.0,7.0,0.0,0.0,7.0
304,548369.0,2012.0,3.0,6.0,8.0,3.0,1.0,1.0,3.0
305,548370.0,2012.0,5.0,10.0,6.0,5.0,0.0,0.0,5.0
306,548371.0,2012.0,4.0,8.0,2.0,8.0,0.0,1.0,4.0
307,548372.0,2012.0,2.0,7.0,1.0,7.0,1.0,1.0,7.0
308,548373.0,2012.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0
309,548374.0,2012.0,6.0,4.0,3.0,4.0,0.0,1.0,6.0
310,548375.0,2012.0,7.0,1.0,4.0,7.0,1.0,0.0,1.0
311,548376.0,2012.0,4.0,3.0,20.0,4.0,1.0,1.0,4.0
312,548377.0,2012.0,6.0,2.0,3.0,6.0,1.0,0.0,2.0
313,548378.0,2012.0,8.0,5.0,7.0,5.0,0.0,1.0,8.0
314,548379.0,2012.0,4.0,6.0,20.0,6.0,1.0,1.0,6.0
315,548380.0,2012.0,10.0,1.0,24.0,1.0,0.0,0.0,1.0
316,548381.0,2012.0,8.0,2.0,7.0,2.0,1.0,0.0,8.0
317,548382.0,2012.0,5.0,7.0,6.0,5.0,0.0,1.0,7.0
318,548383.0,2012.0,6.0,1.0,24.0,1.0,0.0,0.0,1.0
319,548384.0,2012.0,3.0,7.0,1.0,7.0,1.0,0.0,3.0
320,548385.0,2012.0,6.0,3.0,8.0,6.0,1.0,0.0,3.0
321,548386.0,2012.0,1.0,3.0,8.0,3.0,0.0,1.0,1.0
322,598003.0,2013.0,1.0,6.0,5.0,1.0,1.0,1.0,1.0
323,598004.0,2013.0,2.0,7.0,1.0,7.0,1.0,0.0,2.0
324,598005.0,2013.0,11.0,10.0,7.0,10.0,1.0,0.0,11.0
325,598006.0,2013.0,6.0,5.0,3.0,5.0,0.0,0.0,5.0
326,598007.0,2013.0,3.0,7.0,8.0,7.0,0.0,0.0,7.0
327,598008.0,2013.0,10.0,4.0,24.0,10.0,0.0,1.0,4.0
